Upload an image,Detected objects,Object counts,timestamp
.gradio/flagged/Upload an image/ab27cf704b39e76990ba/IMG_0663.HEIC,.gradio/flagged/Detected objects/7c91e55a8716022ab7e8/image.webp,"person: 12
handbag: 1
tennis racket: 1",2026-04-13 17:15:27.176113
